name,lat,lng
Van Jones,35.6144446,-88.8177418
Heather Knight,53.6153659,-2.1557561
Martin Jacques,45.5485795,-75.2915629
Thomas Goetz,48.7999036,9.7977584
Liza Donnelly,38.8950368,-77.0365427
Ariel Garten,43.6534817,-79.3839347
Bruce Feiler,32.0790074,-81.0921335
Suheir Hammad,31.9515694,35.9239625
Cynthia Breazeal,35.0841034,-106.650985
Geert Chatrou,51.1430524,6.0014301
Krista Tippett,39.7837304,-100.445882
Jacqueline Novogratz,49.1009451,1.9672466
Lisa Gansky,39.7837304,-100.445882
Madeleine Albright,50.0874654,14.4212535
Noreena Hertz,51.5871881,-0.1648137
Wadah Khanfar,32.3561008,35.1709493
JR,35.1319,128.7103
Wael Ghonim,30.0443879,31.2357257
Courtney E. Martin,38.8339578,-104.825348
Sal Khan,29.9899926,-90.1505426
Deb Roy,49.8955367,-97.1384584
David Brooks,43.6534817,-79.3839347
Janna Levin,31.2638905,-98.5456116
Rogier van der Heide,52.322419,4.5937366
Sarah Kay,40.7127281,-74.0060152
Isabel Behncke,-33.4377756,-70.6504502
Paul Root Wolpe,32.7884363,-79.9399309
Claron McFadden,40.7127281,-74.0060152
Sebastian Thrun,51.1721629,7.0845893
Morgan Spurlock,39.2667309,-81.5620755
Caroline Casey,-37.8142454,144.9631732
Jackson Browne,49.4093582,8.694724
David Christian,26.1223084,-80.1433786
Roger Ebert,40.1117174,-88.207301
Marcin Jakubowski,52.4082663,16.9335199
Susan Lim,2.7188285,101.9404831
Kathryn Schulz,41.4739419,-81.5370671
John Hunter,55.8455828,-4.4239646
Ric Elias,18.2247706,-66.4858295
Bruce Schneier,40.7127281,-74.0060152
Angela Belcher,29.4246002,-98.4951405
Mike Matas,47.6038321,-122.330062
Arvind Gupta,31.3323762,75.576889
Eli Pariser,44.2811892,-69.0086453
Carlo Ratti,45.0677551,7.6824892
Suzanne Lee,40.7985464,-81.3749508
Paul Nicklen,52.850059,-104.048767
Amit Sood,23.2584857,77.401989
Leonard Susskind,40.7127281,-74.0060152
Thomas Heatherwick,51.4893335,-0.14405508452768728
Terry Moore,34.1469416,-118.2478471
Aaron Koblin,34.0194704,-118.491227
Bruce Aylward,47.5614705,-52.7126162
Shirin Neshat,36.0156291,49.8398161
Mustafa Akyol,38.9597594,34.9249653
Malcolm McLaren,51.5578698,-0.0822482
Stefan Sagmeister,47.5025779,9.7472924
Aaron O'Connell,39.7589478,-84.1916069
Jack Horner,48.5054997,-111.856872
Janet Echelman,27.9477595,-82.458444
Alice Dreger,39.7837304,-100.445882
Maya Beiser,32.6382136,35.446739
Bill Ford,42.3315509,-83.0466403
Daniel Tammet,51.5402677,0.0793235
Jok Church,41.083064,-81.518485
Honor Harger,-45.8740984,170.5035755
Emiliano Salinas,19.4326296,-99.1331785
Rajesh Rao,51.5264341,-0.2839348
Robert Hammond,33.9528472,-84.5496148
Simon Lewis,41.4899827,-71.3137707
Nina Tandon,40.7127281,-74.0060152
Rebecca MacKinnon,37.8708393,-122.272863
Maajid Nawaz,51.5388241,0.7128137
Nadia Al-Sakkaf,-24.8400117,-65.4183594
Markus Fischer,47.3744489,8.5410422
Rory Stewart,51.5185075,-0.1787546
Geoffrey West,51.0147895,-3.1029086
Paul Bloom,45.5031824,-73.5698065
Josette Sheeran,40.7706562,-74.2326463
Harald Haas,49.5819105,10.6077372
Mark Pagel,47.6038321,-122.330062
Jessica Green,-42.035067,146.6366887
Philip Zimbardo,40.7127281,-74.0060152
Alex Steffen,37.8044557,-122.271356
Jeremy Gilley,50.9025349,-1.404189
Marco Tempest,47.3744489,8.5410422
Dan Ariely,40.7127281,-74.0060152
Svante Pääbo,59.3251172,18.0710935
Julia Bacha,-22.9110137,-43.2093727
Joan Halifax,43.703622,-72.288666
Lee Cronin,53.3493795,-6.2605593
Yasheng Huang,39.9057136,116.3912972
Misha Glenny,51.5074456,-0.1277653
Niall Ferguson,55.861155,-4.2501687
Amy Lockwood,45.4208777,-75.6901106
Abraham Verghese,9.0358287,38.7524127
Jarreth Merz,47.3744489,8.5410422
Ben Goldacre,51.4893335,-0.14405508452768728
Danielle de Niese,-37.8142454,144.9631732
Yang Lan,39.9057136,116.3912972
Steve Jobs,37.7790262,-122.419906
Alison Gopnik,39.9439109,-75.18376416294248
Richard Seymour,-33.928992,18.417396
Ian Ritchie,36.9096897,-77.2741121
Pamela Meyer,38.8950368,-77.0365427
Jae Rhim Lee,35.1594647,126.8515034
Bunker Roy,23.667122,86.9420671
Richard Wilkinson,53.3895177,-3.0248007
Malcolm Gladwell,50.8526637,-1.1783134
Béatrice Coron,45.5662672,5.9203636
Paul Lewis,-34.9281805,138.5999312
Aparna Rao,28.6138954,77.2090057
Allan Jones,52.5310214,-1.2649062
Roger McNamee,42.6511674,-73.754968
Michael Nielsen,55.6433478,12.0819247
Alexander Tsiaras,42.7656251,-71.4677032
Yves Rossy,46.9895828,6.9292641
Cynthia Kenyon,41.8755616,-87.6244212
Phil Plait,38.8950368,-77.0365427
Amy Purdy,36.1672559,-115.148516
John Bohannon,29.7589382,-95.3676974
Luis von Ahn,14.6424667,-90.5131361
Stefon Harris,42.6511674,-73.754968
Monika Bulaj,52.2337172,21.071432235636493
Pavan Sukhdev,28.6273928,77.1716954
Ramona Pierson,37.4443293,-122.1598465
Thomas Pogge,46.6509109,14.45082
Daniel Goldstein,39.7837304,-100.445882
Alberto Cairo,43.3709703,-8.3959425
AJ Jacobs,40.7127281,-74.0060152
Jane Fonda,34.0536909,-118.242766
Paddy Ashdown,28.6138954,77.2090057
Tyler Cowen,40.9678345,-74.0563254
Jonas Gahr Støre,59.9133301,10.7389701
Morley,-37.8142454,144.9631732
Alain de Botton,47.3744489,8.5410422
Julian Baggini,51.0791335,1.1794073
Diana Nyad,40.7127281,-74.0060152
Gayle Tzemach Lemmon,38.9933654,-76.88333238304114
Bjarke Ingels,55.6867243,12.5700724
Peter van Uhm,51.8474946,5.8637771
Shawn Achor,31.5491899,-97.1474628
Mike deGruy,30.6913462,-88.0437509
Nancy Duarte,39.7837304,-100.445882
Neil Burgess,42.3554334,-71.060511
Erik Johansson,44.133435,-70.822678
Keith Nolan,53.2014604,-6.1105049
Jenna McCarthy,41.2938384,-73.6765309
Inara George,39.396459050000004,-76.61481481790992
Neil MacGregor,55.861155,-4.2501687
Chris Bliss,38.8950368,-77.0365427
Shilo Shiv Suleman,12.9767936,77.590082
Avi Rubin,18.1694624,-77.9012847
Daniel Pauly,48.8588897,2.3200410217200766
Peter Diamandis,40.8466508,-73.8785937
Vijay Kumar,12.9767936,77.590082
Bryan Stevenson,38.7778049,-75.3101583
Andrew Stanton,42.6556507,-70.6203216
Jennifer Pahlka,39.6029087,-76.1132172
Larry Smith,35.2272086,-80.8430827
Adam Savage,40.7127281,-74.0060152
Jonathan Haidt,40.7127281,-74.0060152
Mark Raymond,50.7633176,-1.2985186
T. Boone Pickens,35.0826,-96.3999079
Taylor Wilson,33.4254259,-94.0430937
Billy Collins,40.7896239,-73.9598939
Jer Thorp,49.2608724,-123.113952
Peter Saul,39.2908816,-76.610759
Donald Sadoway,43.6534817,-79.3839347
Leymah Gbowee,7.0667725,-8.7059396
Ayah Bdeir,45.5031824,-73.5698065
Sherry Turkle,40.7127281,-74.0060152
Chip Kidd,40.335345,-75.9279495
Lucy McRae,51.5074456,-0.1277653
Frank Warren,52.4796992,-1.9026911
Frans de Waal,51.6889387,5.303116
Abigail Washburn,42.0470043,-87.6846053
Atul Gawande,40.7127281,-74.0060152
Drew Curtis,38.0464066,-84.4970393
Taryn Simon,40.7127281,-74.0060152
Brian Greene,34.1866193,-118.4486675
Michael Norton,52.865196,-7.9794599
Eduardo Paes,-6.07982,-49.8921071
Nancy Lublin,41.7620447,-72.7420399
Joe Smith,40.7127281,-74.0060152
Brenda Romero,44.694285,-75.486374
Amory Lovins,38.8950368,-77.0365427
Gary Kovacs,43.6534817,-79.3839347
Tavi Gevinson,41.8755616,-87.6244212
Michael Tilson Thomas,34.0536909,-118.242766
Karen Bass,34.0536909,-118.242766
Joshua Foer,38.8950368,-77.0365427
David Kelley,44.5520105,-69.6317121
Nathan Wolfe,42.3315509,-83.0466403
Philippe Petit,44.5007939,0.164274
Reggie Watts,48.7784485,9.1800132
David MacKay,58.404267000000004,-3.4340269886950203
Ken Goldberg,7.3777462,3.8972497
Dalia Mogahed,37.0057958,-89.1772449
Seth Shostak,38.8769326,-77.0893094
John Hodgman,42.3317642,-71.1211635
John Hockenberry,39.7589478,-84.1916069
Beeban Kidron,41.332052,19.8048247
Sarah Parcak,44.8016255,-68.7713289
LZ Granderson,42.3315509,-83.0466403
Rodney Mullen,29.6519684,-82.3249846
Rives,34.0536909,-118.242766
Massimo Banzi,45.6395418,9.278830418070044
Don Tapscott,43.6534817,-79.3839347
Mina Bissell,35.6892523,51.3896004
Matt Mills,33.7690164,-118.191604
Neil Harbisson,41.5398348,2.4448926
James Stavridis,26.715364,-80.0532942
Malte Spitz,51.983522,7.784859
Tracy Chevalier,38.8950368,-77.0365427
Ramesh Raskar,22.3511148,78.6677428
Michael Anti,25.24475795,55.17926285998681
Daphne Koller,31.7788242,35.2257626
Hannah Fry,51.7676194,0.0974893
Scilla Elworthy,55.616418,-2.8070791
Margaret Heffernan,31.2638905,-98.5456116
Lisa Kristine,37.7790262,-122.419906
Mark Forsyth,52.5310214,-1.2649062
Ivan Krastev,42.6817633,26.3153528
Jon Ronson,51.4816546,-3.1791934
Robert Neuwirth,41.083064,-81.518485
Antony Gormley,51.5074456,-0.1277653
Kent Larson,40.7127281,-74.0060152
Scott Fraser,45.4208777,-75.6901106
Vikram Patel,18.9733536,72.82810491917377
Leslie T. Chang,40.7127281,-74.0060152
Susan Solomon,41.8755616,-87.6244212
Wayne McGregor,53.407901,-2.160243
Tristram Stuart,51.5074456,-0.1277653
Sarah-Jayne Blakemore,52.2055314,0.1186637
John Lloyd,14.5436995,120.9946503
Amy Cuddy,40.9699889,-77.7278831
Thomas P. Campbell,1.357107,103.8194992
John Maeda,47.6038321,-122.330062
Ruby Wax,42.0470043,-87.6846053
Melissa Marshall,-24.7761086,134.755
Maurizio Seracini,43.7698712,11.2555757
Eddie Obeng,8.0300284,-1.0800271
Heather Brooke,40.9699889,-77.7278831
Ryan Merkley,43.447436,-79.666672
Pankaj Ghemawat,26.2967719,73.0351433
David Pizarro,-33.0458456,-71.6196749
Lemn Sissay,53.5258264,-2.7172771
Jake Wood,40.6639916,-74.2107006
Gary Greenberg,40.6526006,-73.9497211
Arunachalam Muruganantham,11.0018115,76.9628425
David Binder,34.0536909,-118.242766
Candy Chang,22.350627,114.1849161
Ernesto Sirolli,42.099337,14.331615
Jonas Eliasson,59.3113619,14.11176
Janine Shepherd,-33.6876398,151.0267199
Bobby Ghosh,22.3511148,78.6677428
Jeff Smith,61.0666922,-107.991707
Lemon Andersen,40.6526006,-73.9497211
Ellen 't Hoen,50.8775239,5.981506585454879
Ben Saunders,26.1223084,-80.1433786
Adam Davidson,34.0536909,-118.242766
Karen Thompson Walker,32.7174202,-117.1627728
Sue Austin,52.4796992,-1.9026911
Jarrett J. Krosoczka,42.2625621,-71.8018877
Boghuma Kabisen Titanji,3.8689867,11.5213344
Andy Puddicombe,51.4538022,-2.5972985
Cameron Russell,52.2055314,0.1186637
Janine di Giovanni,40.0757384,-74.4041622
Colin Powell,40.7127281,-74.0060152
Leslie Morgan Steiner,38.8950368,-77.0365427
iO Tillett Wright,40.7127281,-74.0060152
Cesar Kuriyama,-12.0621065,-77.0365256
Edi Rama,41.3281482,19.8184435
Shabana Basij-Rasikh,7.87471,38.0311
Esther Perel,51.2211097,4.3997081
Miguel Nicolelis,-23.5506507,-46.6333824
Andreas Schleicher,53.5672881,9.941726150411604
Michael Dickinson,54.666667,-1.75
Bruno Maisonnier,48.8709053,2.2255727
Jennifer Granholm,49.2608724,-123.113952
Amanda Palmer,40.7127281,-74.0060152
Allan Savory,-20.1053948,28.5426856
Shane Koyczan,62.4540807,-114.377385
Dan Pallotta,42.4250964,-71.066163
David Anderson,-36.5986096,144.6780052
Stewart Brand,42.2713945,-89.093966
Bono,53.3493795,-6.2605593
Elon Musk,-25.7459277,28.1879101
Francis Collins,38.1495947,-79.072557
Mark Shaw,40.7127281,-74.0060152
Kees Moeliker,51.9244424,4.47775
Ken Jennings,40.7215682,-74.047455
Rose George,53.741427099999996,-1.7202003766777243
Joshua Prager,40.7127281,-74.0060152
John McWhorter,39.9527237,-75.1635262
Robert Gordon,40.4416941,-79.9900861
Michael Stevens,38.8950368,-77.0365427
David Pogue,41.4739419,-81.5370671
Sebastião Salgado,-19.4917754,-41.0615603
Geoffrey Canada,40.8506558,-73.8665241
Liu Bolin,36.398987,118.5055691
Sergey Brin,46.7323875,-117.000165
Peter Singer,-37.8142454,144.9631732
Phil Hansen,46.00275,-98.527046
Paola Antonelli,40.7232643,8.5610074
Andrew Solomon,40.7896239,-73.9598939
Anas Aremeyaw Anas,5.5571096,-0.2012376
Martin Villeneuve,46.3432325,-72.5428485
Raffaello D'Andrea,45.9562503,12.6597197
Daniel Suarez,42.3875968,-71.0994968
Manal al-Sharif,33.5511969,-116.06970822122544
Didier Sornette,48.8588897,2.3200410217200766
Juliana Rotich,1.4419683,38.4313975
Joseph Kim,39.7837304,-100.445882
Paul Pholeros,-33.8698439,151.2082848
Peter Attia,43.6534817,-79.3839347
Rodney Brooks,-34.9281805,138.5999312
Eric X. Li,31.2323437,121.4691024
Michael Green,52.5310214,-1.2649062
Jack Andraka,39.0197327,-76.59026765175719
Bernie Krause,42.3315509,-83.0466403
Pico Iyer,51.7520131,-1.2578499
John Searle,39.7392364,-104.984862
Kate Stone,32.2506391,-90.4793259
Eli Beer,31.7788242,35.2257626
Julie Taymor,30.8118989,-93.740504
Beardyman,51.5074456,-0.1277653
Shigeru Ban,35.6840574,139.7744912
May El-Khalil,51.1356779,-3.1610204
Adam Spencer,-33.8698439,151.2082848
Kelly McGonigal,39.9527237,-75.1635262
Chrystia Freeland,56.2325402,-117.3133647
Alexa Meade,38.8950368,-77.0365427
George Monbiot,51.4989948,-0.1991229
Sonia Shah,40.7127281,-74.0060152
Apollo Robbins,34.1847936,-101.706841
Marla Spivak,39.7392364,-104.984862
Benjamin Barber,40.7127281,-74.0060152
Elizabeth Loftus,34.0536909,-118.242766
Onora O'Neill,54.9092437,-6.0770388
James Flynn,38.8950368,-77.0365427
Amy Webb,41.8755616,-87.6244212
Jason Pontin,51.5074456,-0.1277653
Michael Porter,50.7179472,-1.981521
Janette Sadik-Khan,37.7790262,-122.419906
Trita Parsi,31.3230637,48.67932
Andrew Fitzgerald,39.2908816,-76.610759
Amanda Bennett,52.2055314,0.1186637
Iwan Baan,52.600853799999996,4.817099446443963
Hetain Patel,53.5782863,-2.4300367
Steve Howard,42.3554334,-71.060511
Charles Robertson,53.3493795,-6.2605593
Xavier Vilalta,41.6330928,0.895495
Mariana Mazzucato,41.8933203,12.4829321
Abha Dawesar,28.6138954,77.2090057
Holly Morris,41.8755616,-87.6244212
Arthur Benjamin,34.6627495,-106.7762
Chris Downey,52.5310214,-1.2649062
Mohamed Ali,2.0349312,45.3419183
Stefan Larsson,58.2827931,12.2908612
Lian Pin Koh,1.357107,103.8194992
Jared Diamond,42.3554334,-71.060511
Suzana Herculano-Houzel,-22.9110137,-43.2093727
David Steindl-Rast,48.2083537,16.3725042
Sally Kohn,40.6022059,-75.4712794
David Lang,34.0536909,-118.242766
Enrique Peñalosa,38.8950368,-77.0365427
Diébédo Francis Kéré,7.6122,8.8469
Stephen Cave,40.8584328,-74.1637553
Krista Donaldson,44.648618,-63.5859487
Mick Cornett,35.4729886,-97.5170536
Maysoon Zayid,40.0757384,-74.4041622
Roger Stein,47.3744489,8.5410422
Harish Manwani,22.3511148,78.6677428
Mark Kendall,44.9772995,-93.2654692
Guy Hoffman,45.4208777,-75.6901106
Anant Agarwal,28.6273928,77.1716954
Anne Milgram,40.4278841,-74.415984
Maya Penn,33.7489924,-84.3902644
Esta Soler,41.1670412,-73.2048348
Teddy Cruz,14.6424667,-90.5131361
David Puttnam,51.6281547,-0.123596
Rupal Patel,18.9733536,72.82810491917377
Christopher Ryan,51.5122764,-0.1883854
Henry Lin,35.000074,104.999927
Mary Lou Jepsen,51.4837886,-0.6040418665032687
Philip Evans,40.2932319,-74.1671114
Christopher Soghoian,37.7790262,-122.419906
Gabe Barcia-Colombo,34.0536909,-118.242766
Ajit Narayanan,22.3511148,78.6677428
Anne-Marie Slaughter,38.029306,-78.4766781
Carin Bondar,49.2067726,-122.9108818
Edward Snowden,36.2956836,-76.2247697
Chris Hadfield,42.9743821,-82.403533
Richard Ledgett,39.0197327,-76.59026765175719
Larry Page,42.7320307,-84.4721678
Ziauddin Yousafzai,34.83472975,72.79389622887635
Bran Ferren,40.7127281,-74.0060152
Ed Yong,4.5693754,102.2656823
Hugh Herr,40.08067,-76.2411283
Geena Rocero,14.5906346,120.9799964
Allan Adams,4.6529539,-74.0835643
Amanda Burden,40.7127281,-74.0060152
Matthew Carter,51.5074456,-0.1277653
Michel Laberge,52.4760892,-71.8258668
Elizabeth Gilbert,41.5538091,-73.0438362
Wendy Chung,41.7370229,-99.5873816
David Epstein,40.7127281,-74.0060152
Sarah Jones,51.4893335,-0.14405508452768728
Mellody Hobson,41.8755616,-87.6244212
Randall Munroe,40.6916081,-75.2099866
Mark Ronson,51.5109995,-0.2055267
William Black,52.865196,-7.9794599
Kevin Briggs,-45.8740984,170.5035755
Chris Kluwe,39.9527237,-75.1635262
Wes Moore,38.9778882,-77.0074765
Sebastian Junger,48.4086571,7.2386756
Stephen Friend,41.0534302,-73.5387341
Sting,41.2587459,-95.9383758
Dan Gilbert,42.3315509,-83.0466403
Yoruba Richen,40.7127281,-74.0060152
Stella Young,-37.0586869,142.7745476
Keren Elazari,32.0852997,34.7818064
Uri Alon,30.8124247,34.8594762
Kwame Anthony Appiah,51.4893335,-0.14405508452768728
Naomi Oreskes,40.7127281,-74.0060152
Ge Wang,39.9057136,116.3912972
George Takei,34.0536909,-118.242766
Joi Ito,35.021041,135.7556075
Nicholas Negroponte,40.7127281,-74.0060152
Renata Salecl,46.509144,15.0790677
David Chalmers,-24.7761086,134.755
Hubertus Knabe,51.5348835,7.689014
Janet Iwasa,39.1670396,-86.5342881
Megan Washington,-9.4743301,147.1599504
Talithia Williams,39.9622601,-83.0007065
Nick Hanauer,40.7127281,-74.0060152
Eric Liu,53.5462055,-113.491241
Clint Smith,29.9759983,-90.0782127
Aziza Chaouni,34.0346534,-5.0161926
Laurel Braitman,39.7837304,-100.445882
Ziyah Gafić,43.8519774,18.3866868
Martin Rees,53.9590555,-1.0815361
Jim Holt,40.7127281,-74.0060152
Isabel Allende,-12.0621065,-77.0365256
Colin Grant,51.9464129,-0.2791646
Zak Ebrahim,40.4416941,-79.9900861
Uldus Bakhtiozina,27.7700475,-82.6359078
Andrew Connolly,53.3493795,-6.2605593
Mac Barnett,36.7014631,-118.755997
Avi Reichental,30.8124247,34.8594762
Eman Mohammed,13.4115414,43.5570871
Moshe Safdie,32.799313,34.989571715728204
Nancy Kanwisher,41.5238207,-70.669259
Daria van den Bercken,52.0907006,5.1215634
Thomas Piketty,48.9026,2.30551
Dilip Ratha,20.609518299999998,83.16730287009958
Glenn Greenwald,40.7135078,-73.8283132
Jorge Soto,-17.0568696,-64.9912286
Fred Swaniker,5.5571096,-0.2012376
Fabien Cousteau,48.8588897,2.3200410217200766
Frans Lanting,51.9244424,4.47775
Debra Jarvis,52.6362,-1.1331969
Ameenah Gurib-Fakim,-20.2759451,57.5703566
Ramanan Laxminarayan,0.3177137,32.5813539
Ethan Nadelmann,40.7127281,-74.0060152
Leana Wen,31.2323437,121.4691024
Joe Landolina,41.6081385,-74.2988744
Mark Plotkin,41.7728699,-88.1479278
Aakash Odedra,52.4796992,-1.9026911
Jeremy Howard,51.5074456,-0.1277653
Mundano,-23.5506507,-46.6333824
Erin McKean,35.2272086,-80.8430827
Asha de Vos,7.5554942,80.7137847
Aziz Abu Sarah,31.7731513,35.259589
Navi Radjou,10.91564885,79.80694879844232
Robert Swan,41.8755616,-87.6244212
Robert Muggah,43.6534817,-79.3839347
Cristina Domenech,36.7213028,-4.4216366
Matthieu Ricard,45.6886292,5.9146362
Joe Madiath,9.5175677,76.7668935
Khadija Gbla,8.6400349,-11.8400269
Bassam Tariq,24.6254905,46.5617337
Brian Dettmer,41.7728699,-88.1479278
Ricardo Semler,-23.5506507,-46.6333824
Nadine Burke Harris,49.2608724,-123.113952
Laura Boushnak,-0.1665291,35.6736908
Angelo Vermeulen,51.1646685,4.1395124
Rob Knight,-45.8740984,170.5035755
Khalida Brohi,17.360589,78.4740613
Ben Wellington,51.0147895,-3.1029086
Harry Baker,51.4634854,0.1480552
Andy Yen,24.163162,120.6478282
Ilona Szabó de Carvalho,-22.30616605,-42.4934183305119
Marc Kushner,39.7837304,-100.445882
Vincent Cochetel,47.3900474,0.6889268
David Eagleman,35.0841034,-106.650985
Joseph DeSimone,39.7837304,-100.445882
Monica Lewinsky,37.7790262,-122.419906
Fei-Fei Li,39.9057136,116.3912972
Anand Giridharadas,41.4739419,-81.5370671
Theaster Gates,41.8755616,-87.6244212
Alison Killing,54.9738474,-1.6131572
Daniel Kish,34.0159398,-118.111975
Kevin Rudd,-26.6257326,152.959953
Bel Pesce,-23.5506507,-46.6333824
